q_bohr^-1 w_Ry eps g_Ry
6.018550627746720449e-01 5.054010200966280175e-02 1.319519207778252934e+00 3.830190702169462835e-02
6.042603880650340153e-01 5.135525343127800291e-02 1.310324582672134586e+00 3.919277262321495953e-02
6.066657133553958747e-01 5.215693046710509484e-02 1.301269395927813877e+00 4.008157775040643855e-02
6.090710386457578451e-01 5.294533910056217763e-02 1.292351736358761327e+00 4.096821137079693920e-02
6.114763639361197045e-01 5.372068135650681642e-02 1.283569735299502801e+00 4.185256155480469864e-02
6.138816892264816749e-01 5.448315539414089193e-02 1.274921565783525557e+00 4.273451548421906832e-02
6.162870145168435343e-01 5.523295559737884108e-02 1.266405441752547212e+00 4.361395946067897489e-02
6.186923398072055047e-01 5.597027266275925173e-02 1.258019617296760373e+00 4.449077891410667396e-02
6.210976650975673641e-01 5.669529368497469579e-02 1.249762385925758501e+00 4.536485841104730826e-02
6.235029903879293345e-01 5.740820224009368644e-02 1.241632079869902316e+00 4.623608166286174992e-02
6.259083156782913049e-01 5.810917846654570229e-02 1.233627069411954880e+00 4.710433153371478693e-02
6.283136409686531643e-01 5.879839914393709954e-02 1.225745762248892978e+00 4.796949004829423324e-02
6.307189662590151347e-01 5.947603776976484458e-02 1.217986602883876834e+00 4.883143839919174001e-02
6.331242915493769940e-01 6.014226463409066969e-02 1.210348072048449408e+00 4.969005695386707888e-02
6.355296168397389645e-01 6.079724689223854617e-02 1.202828686155111848e+00 5.054522526111285274e-02
6.379349421301008238e-01 6.144114863557383066e-02 1.195426996780541762e+00 5.139682205692505668e-02
6.403402674204627942e-01 6.207413096042288525e-02 1.188141590179798035e+00 5.224472526967883362e-02
6.427455927108246536e-01 6.269635203518718336e-02 1.180971086831998473e+00 5.308881202449470399e-02
6.451509180011866240e-01 6.330796716570737115e-02 1.173914141018052693e+00 5.392895864667313077e-02
6.475562432915485944e-01 6.390912885892767459e-02 1.166969440431198990e+00 5.476504066405804561e-02
6.499615685819104538e-01 6.449998688491186127e-02 1.160135705821219609e+00 5.559693280817917110e-02
6.523668938722724242e-01 6.508068833725907942e-02 1.153411690673397549e+00 5.642450901400431623e-02
6.547722191626342836e-01 6.565137769196613404e-02 1.146796180923455477e+00 5.724764241811521048e-02
6.571775444529962540e-01 6.621219686478201083e-02 1.140287994709928698e+00 5.806620535510009784e-02
6.595828697433581134e-01 6.676328526709868205e-02 1.133885982165668604e+00 5.888006935193251801e-02
6.619881950337200838e-01 6.730477986042010530e-02 1.127589025250427701e+00 5.968910512007892522e-02
6.643935203240819432e-01 6.783681520945090970e-02 1.121396037626795961e+00 6.049318254504766623e-02
