q_bohr^-1 w_Ry eps g_Ry
1.220961261851406743e+00 -3.986346445598259458e-01 1.354175327934143969e+00 -2.943744700828077043e-01
1.226714603917512525e+00 -3.941597039578811357e-01 1.347257229008302915e+00 -2.925645492717203755e-01
1.232467945983618307e+00 -3.897439283159343515e-01 1.340445641774484109e+00 -2.907569812379640628e-01
1.238221288049724089e+00 -3.853862369441383717e-01 1.333738668218722223e+00 -2.889518360136036912e-01
1.243974630115829871e+00 -3.810855743901424009e-01 1.327134454864238311e+00 -2.871491829583508459e-01
1.249727972181935653e+00 -3.768409097420116760e-01 1.320631191560444728e+00 -2.853490907607143523e-01
1.255481314248041658e+00 -3.726512359534245866e-01 1.314227110311208424e+00 -2.835516274391729485e-01
1.261234656314147440e+00 -3.685155691903402309e-01 1.307920484140972395e+00 -2.817568603433695529e-01
1.266987998380253222e+00 -3.644329481983539787e-01 1.301709625997371944e+00 -2.799648561553233495e-01
1.272741340446359004e+00 -3.604024336899991354e-01 1.295592887689067219e+00 -2.781756808906572509e-01
1.278494682512464786e+00 -3.564231077512742263e-01 1.289568658857535910e+00 -2.763893998998387391e-01
1.284248024578570568e+00 -3.524940732667128929e-01 1.283635365981649068e+00 -2.746060778694314752e-01
1.290001366644676351e+00 -3.486144533623328767e-01 1.277791471413880497e+00 -2.728257788233551251e-01
1.295754708710782133e+00 -3.447833908658334279e-01 1.272035472447060167e+00 -2.710485661241516242e-01
1.301508050776888137e+00 -3.410000477834316257e-01 1.266365900410622913e+00 -2.692745024742543292e-01
1.307261392842993919e+00 -3.372636047927535241e-01 1.260781319795344357e+00 -2.675036499172589455e-01
1.313014734909099701e+00 -3.335732607512183479e-01 1.255280327405600804e+00 -2.657360698391918463e-01
1.318768076975205483e+00 -3.299282322193761718e-01 1.249861551538228310e+00 -2.639718229697739504e-01
1.324521419041311265e+00 -3.263277529986822190e-01 1.244523651187094515e+00 -2.622109693836778832e-01
1.330274761107417048e+00 -3.227710736832055116e-01 1.239265315272531254e+00 -2.604535685017729807e-01
1.336028103173522830e+00 -3.192574612247973675e-01 1.234085261894811270e+00 -2.586996790923589140e-01
1.341781445239628834e+00 -3.157861985112541681e-01 1.228982237610893202e+00 -2.569493592723794406e-01
1.347534787305734616e+00 -3.123565839570359715e-01 1.223955016733678569e+00 -2.552026665086188362e-01
1.353288129371840398e+00 -3.089679311061107048e-01 1.219002400653065532e+00 -2.534596576188734018e-01
1.359041471437946180e+00 -3.056195682465180363e-01 1.214123217178114000e+00 -2.517203887730969369e-01
1.364794813504051962e+00 -3.023108380362565240e-01 1.209316319899658154e+00 -2.499849154945171514e-01
1.370548155570157745e+00 -2.990410971401162299e-01 1.204580587572740225e+00 -2.482532926607189105e-01
1.376301497636263527e+00 -2.958097158770923718e-01 1.199914923518258236e+00 -2.465255745046921743e-01
1.382054839702369309e+00 -2.926160778780289573e-01 1.195318255043252398e+00 -2.448018146158411068e-01
1.387808181768475313e+00 -2.894595797531545056e-01 1.190789532879278578e+00 -2.430820659409505535e-01
1.393561523834581095e+00 -2.863396307691865039e-01 1.186327730638339073e+00 -2.413663807851081089e-01
1.399314865900686877e+00 -2.832556525356882959e-01 1.181931844285868616e+00 -2.396548108125755028e-01
1.405068207966792659e+00 -2.802070787003802521e-01 1.177600891630298241e+00 -2.379474070476076397e-01
1.410821550032898442e+00 -2.771933546531118453e-01 1.173333911828736476e+00 -2.362442198752130462e-01
1.416574892099004224e+00 -2.742139372382144669e-01 1.169129964908334651e+00 -2.345452990418513128e-01
1.422328234165110006e+00 -2.712682944749653657e-01 1.164988131302924890e+00 -2.328506936560618967e-01
1.428081576231216010e+00 -2.683559052858999761e-01 1.160907511404538406e+00 -2.311604521890174013e-01
1.433834918297321792e+00 -2.654762592327220005e-01 1.156887225129435537e+00 -2.294746224749951991e-01
1.439588260363427574e+00 -2.626288562595664455e-01 1.152926411498296888e+00 -2.277932517117588762e-01
1.445341602429533356e+00 -2.598132064433825161e-01 1.149024228230250744e+00 -2.261163864608423668e-01
1.451094944495639139e+00 -2.570288297512097753e-01 1.145179851350428990e+00 -2.244440726477277825e-01
1.456848286561744921e+00 -2.542752558041279087e-01 1.141392474810763336e+00 -2.227763555619072799e-01
1.462601628627850703e+00 -2.515520236476714855e-01 1.137661310123761149e+00 -2.211132798568198332e-01
1.468354970693956485e+00 -2.488586815285068199e-01 1.133985586009014224e+00 -2.194548895496530594e-01
1.474108312760062489e+00 -2.461947866771740934e-01 1.130364548052218643e+00 -2.178012280209984108e-01
1.479861654826168271e+00 -2.435599050967101054e-01 1.126797458376506134e+00 -2.161523380143509643e-01
1.485614996892274053e+00 -2.409536113569663573e-01 1.123283595325908157e+00 -2.145082616354388738e-01
1.491368338958379836e+00 -2.383754883944526060e-01 1.119822253160800862e+00 -2.128690403513735785e-01
1.497121681024485618e+00 -2.358251273175340779e-01 1.116412741765193894e+00 -2.112347149896048604e-01
1.502875023090591400e+00 -2.333021272168233906e-01 1.113054386365765813e+00 -2.096053257366679301e-01
1.508628365156697182e+00 -2.308060949806083340e-01 1.109746527262557958e+00 -2.079809121367056923e-01
1.514381707222803186e+00 -2.283366451151665200e-01 1.106488519571279916e+00 -2.063615130897497596e-01
1.520135049288908968e+00 -2.258933995698200192e-01 1.103279732977203720e+00 -2.047471668497398978e-01
1.525888391355014750e+00 -2.234759875665877360e-01 1.100119551500650550e+00 -2.031379110222600037e-01
1.531641733421120533e+00 -2.210840454343004080e-01 1.097007373274117903e+00 -2.015337825619667733e-01
1.537395075487226315e+00 -2.187172164470438385e-01 1.093942610331118281e+00 -1.999348177696833317e-01
1.543148417553332097e+00 -2.163751506668018521e-01 1.090924688406851306e+00 -1.983410522891260741e-01
1.548901759619437879e+00 -2.140575047901742689e-01 1.087953046750866681e+00 -1.967525211032309096e-01
1.554655101685543661e+00 -2.117639419990482441e-01 1.085027137951920517e+00 -1.951692585300404681e-01
1.560408443751649665e+00 -2.094941318151045395e-01 1.082146427775287467e+00 -1.935912982181066944e-01
1.566161785817755447e+00 -2.072477499580471227e-01 1.079310395012838208e+00 -1.920186731413644488e-01
1.571915127883861230e+00 -2.050244782074421845e-01 1.076518531346259744e+00 -1.904514155934177166e-01
1.577668469949967012e+00 -2.028240042680633515e-01 1.073770341223865943e+00 -1.888895571811825824e-01
1.583421812016072794e+00 -2.006460216386392603e-01 1.071065341751523681e+00 -1.873331288178187726e-01
1.589175154082178576e+00 -1.984902294839026027e-01 1.068403062598309194e+00 -1.857821607148739396e-01
1.594928496148284358e+00 -1.963563325098480750e-01 1.065783045917610083e+00 -1.842366823735600290e-01
